id,tipo,ano_registo,caixa,potencia,km,combustivel,marca,com_danos
18008,cabrio,2005,manual,163,151000,gasolina,mercedes_benz,nao
19974,kombi,2012,manual,140,100600,diesel,volkswagen,nao
89338,kombi,2006,automatica,224,150800,diesel,audi,nao
92786,limousine,2002,manual,101,125100,gasolina,opel,nao
62480,kombi,2002,manual,102,150800,gasolina,volkswagen,nao
7015,kombi,2007,manual,177,125300,diesel,outra,nao
45205,kombi,2012,manual,86,80200,gasolina,outra,nao
21413,carrinha,2006,manual,69,151000,diesel,outra,nao
18244,compacto,2006,manual,95,150800,diesel,volkswagen,nao
97296,limousine,2001,manual,101,150000,diesel,volkswagen,sim
29229,cabrio,2003,manual,145,150900,gasolina,outra,nao
44129,carrinha,2003,manual,192,150000,gasolina,opel,nao
62164,limousine,2011,automatica,211,90900,gasolina,audi,nao
65246,kombi,2004,manual,96,150600,diesel,volkswagen,nao
91389,carrinha,2005,manual,110,150600,gasolina,volkswagen,nao
65661,limousine,2004,manual,147,150200,gasolina,opel,nao
8153,carrinha,2007,manual,86,150600,diesel,ford,nao
86847,carrinha,2009,manual,103,150800,outro,outra,nao
8203,compacto,2004,manual,116,150600,diesel,outra,nao
50734,limousine,2008,automatica,105,150700,diesel,volkswagen,sim
17908,limousine,2000,automatica,101,151000,outro,volkswagen,nao
35463,limousine,2009,manual,150,150600,diesel,fiat,sim
39801,limousine,2010,manual,163,100200,diesel,bmw,nao
64062,carrinha,2006,manual,75,150000,gasolina,renault,nao
47131,compacto,2005,manual,69,150700,diesel,outra,sim
78686,kombi,2012,automatica,105,150600,diesel,volkswagen,nao
77290,limousine,2010,automatica,177,150800,diesel,volkswagen,nao
95518,compacto,2003,manual,75,80000,gasolina,renault,nao
21673,cabrio,2007,manual,200,150400,gasolina,volkswagen,nao
31883,cabrio,2011,manual,105,70200,gasolina,audi,nao
82446,compacto,2004,manual,75,150600,gasolina,ford,nao
94361,kombi,2001,manual,90,150000,gasolina,outra,nao
39826,compacto,2012,manual,87,60700,gasolina,opel,nao
40208,limousine,2002,manual,118,125500,gasolina,bmw,nao
68989,limousine,2007,manual,116,150800,diesel,audi,nao
33294,coupe,2006,manual,95,100700,gasolina,ford,nao
89747,limousine,2002,manual,75,90400,gasolina,outra,nao
35562,kombi,2009,manual,105,150900,diesel,volkswagen,nao
49104,suv,2009,manual,150,125000,gasolina,volkswagen,nao
83351,limousine,2001,manual,75,125900,gasolina,opel,nao
76322,kombi,2000,manual,118,150800,gasolina,bmw,nao
61299,carrinha,2003,manual,95,150500,gasolina,renault,nao
36839,limousine,2003,automatica,170,125800,gasolina,audi,nao
20466,kombi,2000,manual,101,150400,gasolina,audi,nao
49126,limousine,2006,automatica,218,150200,diesel,bmw,nao
71557,limousine,2006,automatica,204,151000,diesel,peugeot,nao
65788,carrinha,2009,manual,69,150600,diesel,fiat,nao
71451,limousine,2006,manual,125,150200,gasolina,outra,nao
52942,compacto,2003,manual,58,125300,gasolina,renault,sim
84910,limousine,2010,manual,122,125000,gasolina,volkswagen,nao
88431,kombi,2012,automatica,170,60400,diesel,mercedes_benz,nao
19715,compacto,2010,manual,69,100400,diesel,volkswagen,nao
62237,kombi,2007,manual,150,150000,gasolina,bmw,nao
67479,compacto,2001,manual,179,150500,gasolina,outra,sim
8844,kombi,2008,automatica,170,150800,diesel,volkswagen,nao
35667,limousine,2012,automatica,239,81000,diesel,audi,nao
55266,compacto,2012,manual,69,60400,gasolina,outra,nao
75544,kombi,2003,manual,101,151000,diesel,volkswagen,nao
46086,carrinha,2008,automatica,150,151000,diesel,outra,nao
76229,suv,2010,manual,140,80900,gasolina,opel,nao
80124,cabrio,2006,automatica,109,80600,gasolina,outra,nao
55772,compacto,2004,manual,62,150000,gasolina,outra,nao
56006,limousine,2007,manual,131,150000,diesel,ford,nao
2568,kombi,2013,manual,90,70700,gasolina,outra,nao
73405,kombi,2010,manual,129,125900,gasolina,outra,nao
87761,coupe,2010,manual,200,71000,gasolina,outra,nao
18944,carrinha,2015,manual,105,31000,diesel,outra,nao
46705,limousine,2010,automatica,231,151000,diesel,mercedes_benz,nao
62524,carrinha,2003,manual,82,150600,gasolina,outra,nao
73191,kombi,2006,manual,140,150300,diesel,audi,nao
54744,limousine,2000,manual,150,150100,gasolina,audi,nao
17819,limousine,2000,automatica,101,125400,gasolina,opel,nao
16383,coupe,2004,manual,143,150900,diesel,mercedes_benz,nao
68356,carrinha,2007,manual,140,150500,diesel,volkswagen,nao
8958,compacto,2003,manual,60,150500,gasolina,outra,nao
59726,compacto,2004,manual,80,125400,gasolina,ford,nao
81347,compacto,2001,manual,60,150300,gasolina,fiat,nao
87460,limousine,2012,manual,143,80200,diesel,bmw,nao
74027,carrinha,2010,manual,105,150500,diesel,volkswagen,nao
38593,compacto,2008,manual,109,150200,diesel,ford,nao
41591,compacto,2005,manual,80,90900,gasolina,outra,nao
31846,carrinha,2011,manual,140,90700,gasolina,opel,nao
33266,kombi,2006,automatica,224,150800,diesel,mercedes_benz,nao
40798,kombi,2009,manual,75,151000,diesel,peugeot,nao
14710,carrinha,2001,manual,65,150200,diesel,volkswagen,nao
43852,cabrio,2003,manual,163,150500,gasolina,mercedes_benz,nao
69745,cabrio,2011,automatica,140,80500,diesel,volkswagen,nao
12122,coupe,2010,manual,177,150500,diesel,bmw,nao
93101,compacto,2008,manual,68,70300,gasolina,outra,nao
86724,limousine,2000,manual,101,150900,gasolina,outra,nao
29503,carrinha,2002,manual,105,150900,diesel,fiat,nao
12383,compacto,2011,automatica,71,100300,gasolina,outra,nao
48373,carrinha,2006,automatica,131,150500,diesel,volkswagen,nao
99068,cabrio,2011,automatica,71,60400,gasolina,outra,nao
62951,compacto,2004,manual,75,150200,gasolina,opel,nao
50530,suv,2007,manual,170,150100,gasolina,outra,sim
63314,carrinha,2007,manual,105,150200,diesel,outra,nao
41058,carrinha,2009,manual,75,150600,diesel,opel,nao
81728,limousine,2003,automatica,116,100200,gasolina,bmw,nao
81095,limousine,2002,manual,75,125600,gasolina,volkswagen,nao
29655,cabrio,2009,manual,101,125100,gasolina,ford,nao
11804,limousine,2010,manual,150,100100,diesel,outra,nao
35402,kombi,2008,automatica,140,150000,diesel,volkswagen,nao
48715,limousine,2000,manual,110,150600,diesel,volkswagen,nao
93495,kombi,2012,manual,200,125800,diesel,ford,nao
13647,cabrio,2004,manual,163,150900,diesel,audi,nao
25129,kombi,2002,manual,125,125700,outro,outra,nao
60938,compacto,2006,manual,54,150700,gasolina,fiat,nao
21227,carrinha,2002,manual,109,150300,diesel,outra,nao
82563,compacto,2002,manual,58,150500,gasolina,opel,nao
54159,limousine,2011,manual,125,60800,gasolina,outra,nao
16242,kombi,2002,automatica,170,150700,gasolina,bmw,nao
64131,kombi,2000,manual,150,150200,gasolina,bmw,nao
48275,cabrio,2004,manual,109,150100,gasolina,peugeot,nao
37879,compacto,2007,manual,68,150400,gasolina,peugeot,sim
51240,kombi,2005,manual,131,150600,diesel,ford,nao
96907,limousine,2001,manual,125,150500,gasolina,audi,nao
37179,compacto,2002,manual,101,150700,gasolina,volkswagen,nao
9661,kombi,2004,manual,120,150100,gasolina,outra,nao
18357,kombi,2002,automatica,140,150500,diesel,mercedes_benz,sim
11539,limousine,2000,manual,165,150500,gasolina,audi,nao
64058,limousine,2005,manual,116,150700,gasolina,volkswagen,sim
85986,compacto,2002,manual,75,150600,diesel,volkswagen,nao
97316,kombi,2003,manual,131,150100,diesel,ford,nao
740,kombi,2008,manual,80,70800,gasolina,outra,nao
7038,limousine,2011,automatica,122,125200,gasolina,volkswagen,nao
74744,kombi,2000,manual,60,150500,gasolina,volkswagen,nao
39891,compacto,2004,manual,64,125700,gasolina,volkswagen,nao
62488,kombi,2004,automatica,163,150300,diesel,audi,nao
44886,kombi,2013,manual,120,150200,diesel,mercedes_benz,nao
78670,coupe,2002,manual,125,150800,diesel,outra,nao
31680,compacto,2008,manual,54,150300,gasolina,volkswagen,nao
31370,limousine,2000,manual,101,125100,gasolina,ford,nao
15074,limousine,2001,manual,40,150900,gasolina,opel,nao
32604,limousine,2001,manual,75,151000,gasolina,volkswagen,nao
14011,compacto,2002,manual,60,150300,gasolina,fiat,nao
8494,compacto,2014,manual,86,30000,gasolina,audi,nao
92077,kombi,2010,manual,100,70500,gasolina,ford,nao
55130,kombi,2001,manual,109,150800,diesel,peugeot,nao
31182,kombi,2003,manual,90,150700,diesel,outra,nao
39966,cabrio,2004,automatica,163,150700,gasolina,mercedes_benz,nao
54109,limousine,2000,manual,101,150500,gasolina,opel,nao
56840,carrinha,2000,manual,101,150100,gasolina,opel,nao
70987,coupe,2011,automatica,140,125000,diesel,volkswagen,nao
1547,limousine,2009,manual,140,150700,diesel,volkswagen,nao
79019,limousine,2012,manual,140,80900,diesel,volkswagen,nao
22126,limousine,2006,manual,101,100700,gasolina,volkswagen,nao
25532,kombi,2008,manual,116,100900,gasolina,opel,nao
13117,suv,2005,automatica,163,150300,diesel,mercedes_benz,nao
18834,coupe,2010,manual,200,100900,gasolina,volkswagen,nao
98405,compacto,2014,manual,84,91000,diesel,fiat,nao
50096,coupe,2010,manual,143,126000,diesel,bmw,nao
44735,cabrio,2001,manual,110,125900,gasolina,outra,nao
90526,compacto,2006,manual,60,125800,gasolina,opel,nao
13781,suv,2001,automatica,190,150900,gasolina,outra,nao
18016,cabrio,2011,manual,143,70200,gasolina,bmw,nao
82855,compacto,2008,manual,65,80700,gasolina,outra,nao
80784,limousine,2005,manual,150,125700,gasolina,outra,nao
61300,limousine,2000,manual,125,150700,gasolina,outra,nao
54891,carrinha,2004,manual,107,150400,gasolina,renault,nao
71110,limousine,2008,manual,143,150400,diesel,bmw,nao
62883,kombi,2008,automatica,140,150000,diesel,volkswagen,nao
28050,kombi,2003,manual,110,150400,outro,peugeot,nao
28122,limousine,2013,manual,177,150100,diesel,audi,nao
56234,limousine,2001,automatica,136,125000,gasolina,mercedes_benz,nao
13255,suv,2006,automatica,122,125100,gasolina,outra,nao
23315,compacto,2005,manual,80,150300,gasolina,ford,sim
30183,compacto,2002,manual,75,125600,gasolina,volkswagen,nao
1932,limousine,2002,manual,75,150200,gasolina,volkswagen,sim
8519,cabrio,2008,manual,200,70800,gasolina,audi,nao
87153,suv,2005,manual,110,150800,diesel,ford,nao
7084,kombi,2014,automatica,163,61000,diesel,ford,nao
32786,limousine,2006,manual,105,150600,diesel,volkswagen,nao
9114,limousine,2000,manual,102,150800,diesel,mercedes_benz,nao
38074,kombi,2009,automatica,224,150200,diesel,mercedes_benz,nao
51346,compacto,2004,manual,75,150800,gasolina,outra,nao
51177,compacto,2004,manual,75,150300,gasolina,peugeot,nao
90024,kombi,2005,manual,47,150500,diesel,outra,nao
63449,suv,2005,manual,150,150100,gasolina,outra,nao
18927,coupe,2006,automatica,200,150500,gasolina,volkswagen,nao
9700,compacto,2004,manual,84,100100,gasolina,outra,nao
20242,kombi,2008,manual,163,150900,diesel,bmw,nao
37506,limousine,2013,manual,114,100600,diesel,outra,nao
51110,compacto,2005,manual,75,150200,gasolina,outra,nao
56110,compacto,2006,manual,52,100400,gasolina,outra,nao
75787,kombi,2011,manual,163,125600,diesel,bmw,nao
57144,limousine,2014,manual,150,71000,diesel,outra,nao
73520,coupe,2012,manual,110,90400,gasolina,renault,nao
21334,kombi,2010,manual,170,150300,diesel,volkswagen,nao
82915,limousine,2010,manual,125,100100,gasolina,audi,nao
21098,limousine,2004,automatica,130,150400,diesel,ford,sim
2843,kombi,2011,automatica,160,150900,diesel,opel,nao
68963,kombi,2008,manual,105,150700,diesel,volkswagen,nao
26764,limousine,2012,automatica,156,60100,gasolina,mercedes_benz,nao
41713,limousine,2013,manual,170,125000,diesel,volkswagen,nao
99042,kombi,2010,automatica,160,80800,gasolina,volkswagen,nao
52926,compacto,2004,automatica,116,70200,gasolina,outra,nao
89373,limousine,2014,automatica,110,50800,diesel,renault,nao
83636,compacto,2006,manual,58,70200,gasolina,renault,nao
65717,compacto,2014,manual,95,50800,diesel,ford,sim
43797,kombi,2010,manual,163,125500,diesel,outra,nao
539,compacto,2000,manual,54,150700,gasolina,outra,nao
54840,compacto,2004,manual,80,151000,gasolina,ford,nao
82782,limousine,2010,automatica,170,150300,diesel,mercedes_benz,nao
40246,kombi,2011,manual,170,100700,diesel,outra,nao
58021,kombi,2003,automatica,193,150100,diesel,bmw,nao
39792,limousine,2010,manual,122,125500,gasolina,bmw,nao
94175,limousine,2011,manual,116,30900,gasolina,opel,nao
46560,compacto,2010,manual,80,60300,gasolina,volkswagen,nao
57247,compacto,2003,manual,116,150100,gasolina,outra,nao
27347,limousine,2004,automatica,143,100900,gasolina,mercedes_benz,nao
58562,limousine,2005,manual,60,150100,gasolina,fiat,nao
16562,limousine,2006,manual,58,125100,gasolina,renault,nao
57159,carrinha,2003,manual,147,150900,gasolina,opel,nao
38240,kombi,2008,automatica,179,150900,diesel,outra,nao
92497,compacto,2000,manual,58,150600,gasolina,renault,nao
31164,limousine,2003,manual,170,150400,gasolina,bmw,nao
29122,limousine,2008,manual,90,151000,gasolina,volkswagen,nao
47905,limousine,2013,manual,105,60600,gasolina,ford,nao
36298,cabrio,2007,manual,150,90900,gasolina,volkswagen,nao
19336,cabrio,2004,manual,147,125800,gasolina,opel,nao
44106,cabrio,2007,manual,204,150300,diesel,bmw,nao
39431,carrinha,2008,manual,174,150500,diesel,volkswagen,sim
84948,kombi,2005,manual,131,150600,diesel,audi,nao
70496,compacto,2005,manual,109,150000,diesel,peugeot,nao
41299,compacto,2006,manual,68,150000,diesel,ford,nao
47604,suv,2010,manual,160,126000,gasolina,outra,nao
87342,limousine,2011,manual,101,150600,diesel,outra,nao
34059,limousine,2013,automatica,156,30200,gasolina,peugeot,sim
73195,compacto,2011,manual,170,70500,gasolina,outra,nao
11938,kombi,2002,manual,131,150400,diesel,ford,nao
6616,kombi,2007,manual,105,150600,diesel,outra,nao
17921,coupe,2010,manual,204,90400,diesel,bmw,nao
51155,coupe,2000,manual,190,150500,gasolina,peugeot,nao
54510,kombi,2011,automatica,143,150500,diesel,audi,nao
95476,carrinha,2010,manual,145,90800,gasolina,outra,nao
27130,kombi,2007,manual,140,150800,diesel,volkswagen,nao
35982,kombi,2008,automatica,235,150700,diesel,bmw,nao
37449,cabrio,2009,manual,140,50700,outro,opel,nao
10563,carrinha,2010,manual,140,125800,diesel,ford,nao
62870,compacto,2006,manual,58,90000,gasolina,renault,nao
14646,compacto,2004,manual,75,150200,gasolina,audi,nao
79913,kombi,2005,manual,163,125900,gasolina,mercedes_benz,nao
15519,cabrio,2011,manual,174,50200,gasolina,outra,nao
41700,compacto,2003,manual,75,150000,gasolina,renault,nao
45013,limousine,2012,manual,177,90800,diesel,bmw,nao
93890,compacto,2014,manual,75,30700,gasolina,outra,nao
34198,limousine,2010,automatica,110,151000,diesel,volkswagen,nao
95468,kombi,2004,manual,130,150500,diesel,ford,nao
82880,compacto,2009,manual,80,150000,gasolina,opel,nao
38755,compacto,2003,manual,75,100000,gasolina,audi,nao
39962,kombi,2011,manual,200,50400,gasolina,outra,nao
41999,compacto,2006,manual,150,125600,gasolina,ford,sim
34461,kombi,2010,manual,109,150600,diesel,ford,nao
79531,limousine,2010,manual,110,80300,gasolina,renault,nao
59723,cabrio,2009,automatica,120,50400,gasolina,peugeot,nao
7176,kombi,2000,automatica,180,150700,diesel,volkswagen,nao
75025,kombi,2001,manual,147,150500,gasolina,opel,sim
67530,kombi,2010,manual,95,70300,gasolina,peugeot,nao
58859,carrinha,2010,manual,110,70900,gasolina,renault,sim
80833,limousine,2002,automatica,220,150300,gasolina,audi,nao
19895,compacto,2001,manual,60,150200,gasolina,fiat,nao
17148,kombi,2003,automatica,131,150300,diesel,ford,nao
66679,suv,2004,automatica,184,150800,diesel,bmw,nao
33358,carrinha,2014,manual,75,150800,diesel,peugeot,sim
36236,carrinha,2007,manual,140,150000,diesel,volkswagen,nao
29891,carrinha,2010,automatica,140,150700,diesel,volkswagen,nao
3734,carrinha,2006,manual,90,90100,gasolina,opel,nao
26413,kombi,2001,manual,131,150300,diesel,opel,nao
30088,kombi,2003,manual,140,150700,outro,outra,nao
80656,carrinha,2001,manual,85,150700,diesel,outra,nao
58226,compacto,2009,manual,86,90000,gasolina,outra,nao
63676,carrinha,2004,manual,131,150000,diesel,volkswagen,nao
776,kombi,2005,manual,84,150400,outro,opel,nao
79084,suv,2008,automatica,224,150200,diesel,volkswagen,sim
3700,compacto,2010,manual,75,90400,gasolina,peugeot,nao
27892,kombi,2002,manual,102,150200,gasolina,outra,nao
58292,compacto,2007,manual,72,100600,gasolina,outra,nao
15929,compacto,2003,manual,54,125700,gasolina,volkswagen,nao
47574,limousine,2000,automatica,140,150700,outro,outra,nao
34052,limousine,2000,manual,118,150900,gasolina,bmw,nao
45820,kombi,2009,manual,140,150900,diesel,volkswagen,nao
18876,compacto,2000,automatica,54,126000,gasolina,outra,nao
11241,kombi,2008,manual,109,150600,diesel,ford,nao
66630,limousine,2004,manual,110,151000,gasolina,outra,nao
34734,compacto,2004,manual,58,90700,gasolina,opel,nao
35300,compacto,2001,manual,55,150600,gasolina,opel,nao
27495,kombi,2009,automatica,170,150300,diesel,volkswagen,nao
80252,compacto,2002,manual,60,151000,gasolina,fiat,nao
19530,compacto,2007,manual,60,125500,gasolina,ford,nao
44186,carrinha,2010,manual,86,150900,diesel,renault,nao
91908,suv,2009,automatica,239,150300,diesel,volkswagen,nao
88396,carrinha,2012,manual,163,70600,diesel,outra,nao
68349,limousine,2002,manual,58,150800,gasolina,opel,nao
47979,limousine,2001,manual,163,150100,gasolina,audi,nao
11103,kombi,2003,automatica,131,150600,diesel,volkswagen,sim
73940,limousine,2002,manual,101,150700,gasolina,opel,sim
95314,kombi,2000,manual,101,150300,gasolina,opel,nao
53227,kombi,2013,manual,114,125000,diesel,outra,nao
41145,carrinha,2002,manual,64,150600,diesel,renault,nao
69529,cabrio,2000,automatica,75,151000,gasolina,opel,nao
70331,compacto,2010,manual,65,40800,gasolina,outra,nao
75142,compacto,2013,manual,69,30100,gasolina,ford,nao
63738,limousine,2005,manual,120,100300,gasolina,outra,sim
24350,kombi,2009,manual,170,150900,diesel,volkswagen,nao
39671,kombi,2009,manual,170,90600,diesel,audi,nao
82940,kombi,2008,manual,150,150300,gasolina,bmw,nao
38607,carrinha,2002,automatica,175,150100,outro,outra,nao
1707,compacto,2011,manual,77,70100,gasolina,outra,sim
37846,limousine,2005,manual,150,151000,diesel,mercedes_benz,nao
49350,carrinha,2006,manual,174,150300,diesel,volkswagen,nao
61183,carrinha,2004,manual,125,150900,gasolina,opel,nao
88737,limousine,2010,manual,82,151000,gasolina,ford,nao
33121,compacto,2005,manual,60,150700,gasolina,opel,nao
19983,carrinha,2001,manual,110,150400,diesel,outra,nao
72008,carrinha,2005,manual,65,150700,diesel,renault,nao
86098,kombi,2008,manual,200,125000,gasolina,audi,nao
74420,kombi,2005,manual,166,150200,gasolina,outra,nao
36183,kombi,2002,manual,143,150000,diesel,mercedes_benz,nao
55178,cabrio,2010,automatica,245,150500,diesel,bmw,nao
27363,kombi,2012,manual,105,100900,diesel,volkswagen,nao
21962,kombi,2003,manual,107,150300,diesel,renault,nao
26383,limousine,2009,manual,105,150900,diesel,outra,nao
27235,kombi,2012,automatica,143,150900,gasolina,bmw,nao
22737,compacto,2002,manual,60,61000,gasolina,volkswagen,nao
46103,kombi,2002,manual,131,150900,diesel,volkswagen,nao
17986,carrinha,2007,manual,105,150400,gasolina,outra,nao
95495,cabrio,2005,manual,170,150800,gasolina,bmw,nao
1415,kombi,2007,manual,75,150200,gasolina,outra,nao
41040,limousine,2009,manual,82,150200,diesel,mercedes_benz,nao
76407,kombi,2003,automatica,150,151000,diesel,opel,nao
23973,cabrio,2001,manual,170,125800,gasolina,bmw,nao
30132,kombi,2012,manual,170,100000,diesel,volkswagen,nao
42891,kombi,2014,manual,90,51000,diesel,outra,nao
5520,limousine,2003,manual,101,150300,diesel,volkswagen,nao
7798,compacto,2003,manual,75,150900,gasolina,peugeot,sim
46734,carrinha,2007,automatica,109,150700,diesel,mercedes_benz,nao
34590,limousine,2005,automatica,155,150100,gasolina,opel,nao
63357,carrinha,2007,manual,99,90100,diesel,opel,nao
33602,limousine,2004,manual,150,150800,gasolina,audi,nao
43375,limousine,2007,manual,140,150000,diesel,volkswagen,nao
23310,compacto,2008,manual,58,150500,gasolina,renault,nao
4923,limousine,2010,automatica,197,150900,diesel,bmw,nao
15850,compacto,2004,manual,200,100300,gasolina,outra,nao
95161,limousine,2008,automatica,116,60700,gasolina,mercedes_benz,nao
75986,kombi,2012,manual,165,30400,diesel,opel,nao
36438,compacto,2003,manual,63,60800,gasolina,outra,nao
38048,limousine,2007,automatica,122,150200,diesel,mercedes_benz,nao
93535,carrinha,2009,manual,136,80600,diesel,outra,nao
29868,suv,2013,manual,150,50700,diesel,outra,nao
23975,limousine,2008,manual,124,90300,gasolina,outra,nao
44381,compacto,2001,manual,75,150200,gasolina,volkswagen,nao
75093,cabrio,2007,automatica,109,125500,gasolina,peugeot,nao
1217,kombi,2003,manual,140,150200,gasolina,outra,nao
47158,suv,2011,automatica,184,150800,diesel,outra,nao
14056,compacto,2001,manual,54,150300,gasolina,opel,nao
55393,coupe,2000,manual,95,150700,gasolina,renault,nao
61877,limousine,2008,manual,105,150400,diesel,audi,nao
42337,coupe,2002,manual,147,125000,gasolina,opel,nao
20928,kombi,2002,automatica,177,150500,diesel,mercedes_benz,nao
60118,compacto,2007,manual,90,50900,gasolina,outra,nao
2641,carrinha,2004,manual,131,150500,diesel,volkswagen,nao
95808,compacto,2003,manual,54,126000,gasolina,volkswagen,nao
67258,kombi,2007,manual,140,150900,diesel,audi,nao
93041,kombi,2008,automatica,177,150100,diesel,bmw,nao
95075,compacto,2004,manual,60,125300,gasolina,opel,nao
82022,limousine,2001,manual,100,125200,gasolina,opel,nao
77858,kombi,2001,manual,101,150200,gasolina,volkswagen,nao
45315,kombi,2005,manual,101,150600,diesel,volkswagen,nao
76699,compacto,2004,automatica,75,80700,gasolina,opel,nao
71766,limousine,2011,manual,140,80800,diesel,volkswagen,nao
96608,limousine,2013,automatica,211,125900,gasolina,audi,nao
56195,kombi,2001,manual,120,150000,gasolina,renault,nao
62280,limousine,2006,automatica,218,151000,gasolina,bmw,nao
27752,carrinha,2004,manual,87,100900,gasolina,opel,nao
54434,carrinha,2001,manual,75,150000,gasolina,outra,sim
90327,limousine,2012,manual,140,125500,diesel,audi,nao
808,compacto,2004,manual,101,150400,diesel,volkswagen,nao
92459,kombi,2011,manual,86,100500,gasolina,outra,nao
69388,compacto,2004,manual,75,150100,gasolina,outra,nao
10365,limousine,2011,manual,150,125900,diesel,outra,sim
24842,compacto,2002,manual,169,150500,outro,renault,nao
91573,limousine,2006,manual,116,125500,gasolina,bmw,nao
96423,suv,2011,manual,136,151000,diesel,outra,nao
66551,compacto,2011,manual,61,61000,gasolina,outra,nao
20632,kombi,2012,manual,90,80900,diesel,outra,nao
19613,kombi,2014,manual,135,81000,gasolina,outra,nao
62712,compacto,2002,manual,75,151000,gasolina,opel,nao
96038,carrinha,2011,manual,140,150800,diesel,volkswagen,nao
48087,limousine,2007,manual,116,150300,diesel,outra,nao
56212,coupe,2001,manual,90,150700,gasolina,opel,sim
65310,kombi,2002,manual,193,125600,gasolina,audi,nao
62423,carrinha,2011,manual,150,100300,diesel,opel,nao
21446,limousine,2010,manual,80,70100,gasolina,volkswagen,nao
84257,limousine,2011,manual,170,125200,diesel,mercedes_benz,nao
13431,limousine,2007,automatica,163,150400,diesel,bmw,nao
53791,limousine,2009,automatica,231,150800,diesel,bmw,nao
38049,coupe,2006,automatica,200,125600,gasolina,volkswagen,nao
16609,compacto,2006,manual,68,80500,diesel,outra,nao
73058,carrinha,2011,automatica,179,150900,diesel,volkswagen,nao
93500,carrinha,2006,manual,120,125200,diesel,renault,nao
66183,compacto,2003,manual,110,125200,gasolina,audi,nao
58005,kombi,2010,manual,136,150100,diesel,outra,nao
50694,compacto,2001,manual,56,150900,gasolina,opel,nao
3894,compacto,2001,automatica,41,150000,diesel,outra,nao
77964,kombi,2009,manual,232,125200,diesel,audi,nao
28952,kombi,2004,automatica,224,150300,gasolina,mercedes_benz,nao
21140,compacto,2003,manual,60,150600,gasolina,volkswagen,nao
75764,limousine,2012,manual,95,125900,gasolina,mercedes_benz,nao
46121,limousine,2007,manual,105,90400,gasolina,opel,nao
84824,limousine,2010,manual,60,150100,gasolina,outra,nao
29378,limousine,2005,manual,140,150300,diesel,volkswagen,nao
38859,cabrio,2012,manual,105,50500,gasolina,volkswagen,nao
68097,limousine,2006,manual,116,150300,gasolina,outra,sim
80173,carrinha,2011,manual,150,150800,diesel,opel,nao
44146,limousine,2001,manual,184,150500,diesel,bmw,nao
29525,limousine,2005,manual,105,151000,diesel,volkswagen,nao
95704,compacto,2004,manual,50,150300,gasolina,outra,nao
17813,cabrio,2003,automatica,220,150400,gasolina,audi,nao
65798,kombi,2004,manual,131,150800,diesel,outra,sim
95809,limousine,2012,manual,143,50000,diesel,bmw,nao
26211,limousine,2000,manual,115,150100,gasolina,volkswagen,nao
3309,limousine,2006,manual,82,150600,diesel,mercedes_benz,nao
42512,compacto,2006,manual,60,100300,gasolina,volkswagen,nao
11672,compacto,2003,manual,75,100700,diesel,opel,nao
381,compacto,2003,manual,68,125800,diesel,ford,nao
71904,kombi,2008,manual,170,150700,diesel,outra,nao
92090,kombi,2011,manual,116,100300,diesel,bmw,sim
86503,carrinha,2004,manual,136,150200,diesel,volkswagen,nao
30814,kombi,2002,automatica,163,150400,diesel,bmw,nao
75794,limousine,2007,manual,193,125400,gasolina,mercedes_benz,nao
21294,carrinha,2007,manual,68,150500,diesel,outra,nao
63867,cabrio,2003,manual,170,151000,gasolina,bmw,nao
70843,compacto,2009,manual,75,125400,gasolina,volkswagen,sim
12093,compacto,2009,manual,76,100600,gasolina,renault,sim
41212,kombi,2006,manual,120,150500,diesel,opel,sim
26073,compacto,2012,automatica,117,125200,gasolina,outra,nao
51416,carrinha,2009,manual,75,150300,diesel,opel,nao
8447,limousine,2005,manual,75,80300,gasolina,volkswagen,nao
79400,limousine,2011,manual,80,150500,diesel,volkswagen,nao
43532,coupe,2009,automatica,177,150300,diesel,bmw,nao
11010,limousine,2001,manual,75,150100,gasolina,opel,nao
41011,carrinha,2014,manual,101,30600,gasolina,ford,nao
50376,compacto,2011,manual,69,60100,gasolina,fiat,nao
96596,kombi,2005,manual,108,150700,gasolina,peugeot,nao
25325,kombi,2007,manual,80,150000,gasolina,outra,nao
99575,cabrio,2009,automatica,179,125700,diesel,outra,nao
90217,compacto,2009,manual,69,80200,gasolina,outra,nao
86553,limousine,2003,manual,170,150100,gasolina,bmw,nao
73203,kombi,2010,manual,131,90400,diesel,mercedes_benz,nao
866,cabrio,2013,manual,160,40200,gasolina,volkswagen,nao
42313,outro,2010,manual,74,80500,diesel,fiat,nao
19307,compacto,2006,manual,92,126000,gasolina,outra,nao
45481,compacto,2009,automatica,45,150400,diesel,outra,nao
93699,limousine,2010,manual,102,150400,gasolina,outra,sim
47757,compacto,2000,manual,75,150900,gasolina,ford,sim
5796,compacto,2000,manual,60,150100,gasolina,volkswagen,sim
8587,limousine,2012,manual,109,100400,diesel,mercedes_benz,nao
32913,carrinha,2010,manual,150,90300,diesel,opel,nao
32569,carrinha,2011,manual,125,150800,diesel,renault,nao
85233,cabrio,2006,manual,109,70700,gasolina,peugeot,nao
70235,limousine,2008,manual,102,100900,gasolina,outra,nao
82030,limousine,2008,manual,143,150400,diesel,bmw,nao
51717,compacto,2003,manual,58,100600,gasolina,outra,nao
26329,kombi,2010,automatica,190,150700,diesel,audi,nao
