id,tipo,ano_registo,caixa,potencia,km,combustivel,marca,com_danos,preco
64963,limousine,2002,manual,133,150800,gasolina,fiat,nao,1930
82285,limousine,2004,manual,105,150800,gasolina,volkswagen,nao,2609
9362,limousine,2000,manual,75,150800,gasolina,volkswagen,nao,1740
96113,limousine,2006,manual,105,150500,diesel,volkswagen,nao,4490
60825,kombi,2005,automatica,163,150700,diesel,audi,nao,5810
18659,kombi,2001,manual,179,151000,diesel,audi,nao,3009
25595,suv,2010,automatica,224,150200,diesel,mercedes_benz,nao,13560
24084,limousine,2002,manual,129,150600,gasolina,mercedes_benz,nao,2310
27999,limousine,2000,manual,65,150400,gasolina,opel,nao,1340
71650,compacto,2009,manual,80,126000,gasolina,opel,nao,4580
85956,limousine,2011,manual,177,90900,diesel,bmw,nao,21580
72710,kombi,2003,manual,166,150800,gasolina,outra,nao,3210
21083,coupe,2013,manual,200,80600,gasolina,outra,nao,19010
86539,compacto,2000,manual,101,150400,gasolina,volkswagen,nao,2309
57756,limousine,2000,manual,75,150600,gasolina,opel,nao,1060
11482,compacto,2010,manual,75,151000,diesel,volkswagen,nao,7019
74177,limousine,2000,manual,75,150700,gasolina,volkswagen,nao,1170
88031,compacto,2000,manual,65,150000,gasolina,opel,nao,1210
49850,kombi,2010,automatica,140,150000,diesel,volkswagen,nao,8540
81366,carrinha,2007,manual,140,150200,diesel,ford,nao,3720
19872,cabrio,2013,automatica,170,70200,diesel,mercedes_benz,nao,29920
26780,kombi,2012,manual,143,150400,diesel,bmw,nao,15990
73438,limousine,2006,manual,90,125500,gasolina,opel,nao,3850
47094,suv,2016,automatica,220,20100,gasolina,audi,nao,41800
97273,kombi,2008,manual,150,150600,diesel,opel,nao,4700
79193,kombi,2006,automatica,177,150800,diesel,bmw,nao,6730
81151,compacto,2010,manual,80,70600,diesel,outra,nao,5039
58003,limousine,2009,automatica,190,150600,diesel,audi,nao,13050
84721,carrinha,2011,manual,102,60400,diesel,volkswagen,nao,21050
57635,compacto,2013,manual,60,50400,gasolina,outra,nao,7240
41767,carrinha,2004,manual,101,150000,diesel,outra,nao,2079
52707,cabrio,2006,manual,140,70200,gasolina,peugeot,nao,7550
91808,compacto,2005,manual,69,150600,diesel,fiat,nao,2380
98960,limousine,2001,manual,60,125200,gasolina,fiat,nao,1050
40819,limousine,2009,manual,161,100100,gasolina,audi,nao,11580
96621,coupe,2001,automatica,107,150100,gasolina,renault,nao,1550
42267,compacto,2008,manual,94,150900,gasolina,outra,nao,3930
28601,kombi,2000,manual,136,150400,gasolina,opel,nao,1300
48545,limousine,2002,manual,90,150500,diesel,volkswagen,nao,2880
40060,carrinha,2011,manual,109,80600,diesel,outra,nao,9999
35259,kombi,2004,automatica,179,150100,diesel,audi,nao,5320
24879,limousine,2008,manual,130,151000,diesel,outra,nao,2310
33021,suv,2007,automatica,224,150200,diesel,volkswagen,nao,11530
82825,limousine,2014,automatica,136,150100,diesel,mercedes_benz,nao,18930
8365,limousine,2001,manual,105,150900,gasolina,bmw,nao,640
48727,carrinha,2009,manual,109,150300,gasolina,outra,nao,3510
72109,cabrio,2014,manual,120,10900,gasolina,peugeot,nao,15500
6959,carrinha,2006,manual,140,150500,diesel,outra,nao,4020
92532,limousine,2011,automatica,258,150800,gasolina,bmw,nao,20069
38206,kombi,2003,automatica,143,150400,gasolina,bmw,nao,2530
26583,kombi,2009,automatica,179,151000,diesel,audi,nao,12580
89835,cabrio,2011,automatica,385,40200,gasolina,outra,nao,73510
52334,cabrio,2006,manual,205,125200,gasolina,ford,nao,14950
93489,kombi,2006,automatica,231,150200,diesel,bmw,nao,11590
30918,coupe,2000,manual,179,150700,gasolina,audi,nao,3069
80484,kombi,2002,manual,116,150500,diesel,mercedes_benz,nao,3210
46076,carrinha,2011,manual,140,100700,diesel,ford,nao,13550
81823,compacto,2010,manual,60,80500,gasolina,ford,nao,5660
41215,coupe,2001,manual,103,150900,gasolina,outra,nao,1060
92004,carrinha,2007,manual,90,150100,diesel,outra,nao,3540
7098,compacto,2000,manual,54,125400,gasolina,outra,nao,1330
78794,coupe,2006,automatica,272,125900,gasolina,mercedes_benz,nao,11069
29052,kombi,2014,manual,140,80000,diesel,volkswagen,nao,17440
45218,cabrio,2003,manual,110,125100,gasolina,outra,sim,880
63604,limousine,2002,automatica,129,150100,gasolina,mercedes_benz,sim,3260
95363,kombi,2005,manual,143,125800,gasolina,mercedes_benz,nao,6740
10710,kombi,2002,automatica,193,150100,outro,volkswagen,sim,1750
20930,suv,2004,automatica,184,150000,diesel,bmw,nao,5530
7966,kombi,2004,automatica,131,150200,diesel,volkswagen,nao,3070
12573,suv,2008,automatica,190,150300,diesel,outra,nao,11920
22509,kombi,2007,manual,140,150500,diesel,audi,nao,8950
27960,carrinha,2001,manual,69,150700,diesel,outra,nao,830
97968,suv,2010,automatica,170,150400,diesel,outra,nao,8040
6535,compacto,2002,manual,60,150400,gasolina,ford,sim,700
91164,kombi,2006,manual,150,150600,diesel,bmw,nao,4060
50905,kombi,2001,manual,180,150700,diesel,audi,nao,8020
81965,carrinha,2010,automatica,174,100900,diesel,volkswagen,nao,21570
36666,limousine,2003,manual,103,125000,gasolina,fiat,nao,1860
53194,carrinha,2007,manual,170,150100,outro,renault,nao,4870
24487,kombi,2003,manual,116,150500,gasolina,bmw,nao,3775
17755,limousine,2000,manual,116,151000,gasolina,outra,nao,1180
61583,compacto,2013,automatica,97,40600,gasolina,ford,sim,1010
13394,carrinha,2005,manual,101,150500,diesel,volkswagen,nao,5980
38876,kombi,2000,automatica,170,150100,outro,mercedes_benz,nao,2440
98868,limousine,2012,manual,80,40400,gasolina,volkswagen,nao,9900
44154,kombi,2009,manual,177,150500,diesel,bmw,nao,8880
39814,cabrio,2012,manual,345,70100,gasolina,outra,nao,62911
14608,cabrio,2000,manual,193,150000,gasolina,mercedes_benz,nao,3820
58815,kombi,2012,automatica,170,125000,diesel,mercedes_benz,nao,19300
15047,kombi,2008,manual,197,150900,diesel,bmw,nao,9000
15203,compacto,2012,automatica,101,70700,gasolina,fiat,nao,9049
69389,kombi,2001,automatica,163,150500,gasolina,mercedes_benz,nao,3850
27665,limousine,2000,manual,150,150100,gasolina,audi,nao,1860
4492,coupe,2009,manual,86,50900,gasolina,outra,nao,6560
74460,compacto,2012,manual,75,60500,gasolina,outra,nao,4850
73373,limousine,2003,manual,105,150000,gasolina,volkswagen,nao,1700
32145,carrinha,2008,manual,110,150900,diesel,renault,nao,2990
96656,compacto,2005,manual,73,151000,gasolina,outra,nao,2242
90137,limousine,2001,manual,101,150200,gasolina,opel,nao,1630
91818,limousine,2002,manual,95,150000,diesel,mercedes_benz,nao,2040
13186,kombi,2011,manual,125,90300,gasolina,audi,nao,12840
64844,compacto,2004,manual,75,150600,gasolina,opel,nao,1880
19730,cabrio,2002,manual,90,150300,diesel,volkswagen,nao,4540
28750,compacto,2007,manual,69,150900,diesel,volkswagen,nao,5320
52370,cabrio,2004,manual,110,125000,gasolina,outra,nao,3998
1863,compacto,2002,automatica,75,50700,gasolina,outra,nao,2449
11142,limousine,2006,manual,105,150500,gasolina,opel,nao,2780
74757,compacto,2003,manual,75,150200,gasolina,opel,nao,2020
10533,kombi,2012,manual,140,125600,diesel,volkswagen,nao,12540
41877,kombi,2002,manual,150,150300,diesel,volkswagen,nao,2270
9874,kombi,2006,automatica,155,150700,gasolina,opel,nao,3690
50283,limousine,2001,automatica,90,150400,diesel,mercedes_benz,nao,1730
85959,kombi,2009,automatica,140,150100,diesel,volkswagen,nao,5830
96096,kombi,2008,manual,140,150000,diesel,audi,nao,7400
64162,cabrio,2005,automatica,163,150900,gasolina,mercedes_benz,nao,11520
18156,limousine,2015,automatica,105,30200,gasolina,volkswagen,nao,15270
17147,carrinha,2002,manual,58,151000,gasolina,renault,nao,1410
27627,limousine,2008,manual,140,80800,gasolina,outra,nao,8020
82541,suv,2017,manual,190,5300,diesel,bmw,nao,37240
67872,compacto,2006,manual,109,150100,diesel,peugeot,sim,3080
64882,compacto,2003,manual,140,150200,gasolina,peugeot,nao,2330
30762,limousine,2006,manual,122,150200,diesel,bmw,nao,8249
43679,kombi,2005,manual,131,150900,diesel,audi,nao,5690
45929,limousine,2001,manual,101,70600,gasolina,audi,nao,4540
16765,compacto,2005,manual,69,125000,gasolina,ford,nao,1999
68675,compacto,2016,manual,75,5700,gasolina,volkswagen,nao,10580
17554,compacto,2003,manual,75,151000,gasolina,audi,nao,4360
34941,limousine,2006,manual,129,50400,gasolina,bmw,nao,8020
54724,compacto,2002,manual,75,151000,gasolina,outra,nao,780
47943,compacto,2003,manual,60,125700,diesel,volkswagen,nao,1900
80768,kombi,2001,automatica,197,150400,diesel,mercedes_benz,nao,1450
57360,kombi,2007,automatica,232,150800,diesel,audi,nao,12020
23462,carrinha,2007,automatica,174,150200,diesel,volkswagen,nao,16090
22710,limousine,2010,manual,101,125900,gasolina,ford,nao,5680
66213,limousine,2010,manual,90,125200,gasolina,opel,nao,5249
66831,outro,2003,manual,116,150500,gasolina,bmw,nao,1790
65838,carrinha,2004,manual,65,150600,diesel,renault,nao,1570
92741,compacto,2011,manual,69,100300,gasolina,outra,nao,5670
94654,kombi,2008,manual,116,125800,gasolina,outra,nao,7920
48943,limousine,2007,automatica,218,125200,outro,bmw,nao,10500
33985,compacto,2005,manual,75,150600,gasolina,outra,nao,710
16089,carrinha,2008,manual,131,150800,diesel,volkswagen,nao,13140
80978,carrinha,2013,automatica,156,70600,gasolina,mercedes_benz,nao,18890
9867,limousine,2007,manual,150,150100,diesel,mercedes_benz,nao,6190
70437,cabrio,2008,manual,239,50500,gasolina,outra,nao,25960
84254,suv,2000,manual,105,90100,gasolina,outra,nao,3640
58212,limousine,2008,manual,170,125600,diesel,audi,nao,12760
5393,limousine,2006,automatica,177,150400,diesel,mercedes_benz,nao,8029
17408,compacto,2014,manual,95,70700,diesel,fiat,nao,10030
2067,limousine,2005,manual,116,150900,gasolina,bmw,nao,5890
64956,suv,2011,manual,163,125300,diesel,ford,nao,14950
71398,cabrio,2000,manual,136,150100,gasolina,mercedes_benz,sim,3520
43941,compacto,2011,manual,69,70600,gasolina,ford,nao,5290
77070,kombi,2012,manual,111,100000,diesel,peugeot,nao,7199
64983,compacto,2010,manual,80,100200,gasolina,volkswagen,nao,6010
34725,kombi,2000,automatica,170,150200,gasolina,outra,nao,1710
31798,carrinha,2010,manual,170,150100,diesel,volkswagen,nao,9040
80872,limousine,2009,manual,97,125600,gasolina,outra,nao,5949
89291,kombi,2000,manual,101,150900,gasolina,opel,nao,1240
77911,suv,2001,manual,75,50100,gasolina,volkswagen,nao,2950
66289,kombi,2009,manual,177,150700,diesel,bmw,nao,10910
27947,carrinha,2003,manual,121,150300,gasolina,outra,nao,1740
74767,limousine,2000,automatica,122,150500,gasolina,outra,nao,1459
66377,carrinha,2015,manual,140,60200,diesel,ford,nao,21950
50716,compacto,2002,automatica,41,150500,diesel,outra,nao,3190
22498,coupe,2010,manual,218,125100,gasolina,bmw,nao,17019
70684,cabrio,2012,manual,120,60100,gasolina,peugeot,nao,10810
86640,compacto,2010,manual,86,40900,gasolina,volkswagen,nao,8570
58700,cabrio,2003,manual,320,150100,gasolina,outra,nao,33510
26300,coupe,2012,automatica,204,70600,diesel,mercedes_benz,nao,25400
73170,kombi,2009,manual,160,150600,gasolina,audi,nao,8360
85074,compacto,2003,manual,45,150100,gasolina,outra,nao,1390
9871,cabrio,2003,automatica,143,150300,gasolina,bmw,nao,5520
58072,limousine,2006,manual,103,150300,diesel,volkswagen,nao,7570
30889,limousine,2011,automatica,177,100700,diesel,bmw,nao,18630
26843,carrinha,2001,manual,81,151000,diesel,renault,nao,1890
10626,cabrio,2005,manual,143,150500,gasolina,bmw,nao,5980
57668,kombi,2005,automatica,367,150500,gasolina,mercedes_benz,nao,14940
58317,kombi,2008,manual,140,151000,diesel,volkswagen,nao,8740
17303,compacto,2002,manual,82,150900,gasolina,outra,nao,680
43048,limousine,2007,manual,116,125000,gasolina,mercedes_benz,nao,4580
12879,cabrio,2007,manual,160,150800,gasolina,outra,nao,7000
75822,coupe,2009,automatica,190,150000,diesel,audi,sim,8080
89696,cabrio,2004,automatica,500,80900,gasolina,mercedes_benz,nao,37940
37488,carrinha,2009,manual,140,90400,gasolina,opel,nao,7320
85721,compacto,2013,manual,75,60600,gasolina,renault,nao,6570
65593,kombi,2006,manual,120,125300,gasolina,outra,nao,3870
35339,kombi,2013,manual,105,100100,diesel,volkswagen,nao,9830
53317,kombi,2009,automatica,185,150900,diesel,outra,nao,10539
44862,coupe,2004,manual,143,150400,gasolina,outra,sim,4070
73834,limousine,2010,manual,110,150500,diesel,volkswagen,nao,8560
94258,compacto,2004,manual,56,150200,gasolina,opel,nao,1540
77019,kombi,2001,manual,150,150800,gasolina,bmw,nao,1930
78551,compacto,2003,manual,60,150400,diesel,outra,nao,1639
59081,carrinha,2013,manual,116,125600,diesel,ford,sim,13900
320,limousine,2001,automatica,129,150900,gasolina,mercedes_benz,nao,3690
13898,limousine,2008,manual,129,150000,diesel,bmw,nao,8850
37756,carrinha,2000,manual,68,150800,diesel,volkswagen,nao,2350
52361,kombi,2007,manual,140,150200,diesel,outra,nao,5790
30836,compacto,2013,manual,86,40300,gasolina,volkswagen,nao,12880
73282,limousine,2003,manual,125,150100,gasolina,ford,nao,1260
92306,carrinha,2003,manual,80,150300,diesel,renault,sim,2540
50260,kombi,2003,manual,90,150500,diesel,outra,nao,2310
74792,compacto,2010,manual,120,150600,diesel,outra,nao,7000
64273,compacto,2000,manual,50,125100,gasolina,volkswagen,nao,3000
79961,kombi,2005,manual,109,125700,gasolina,peugeot,sim,860
90341,compacto,2004,manual,65,150200,gasolina,fiat,nao,1039
93358,limousine,2007,manual,226,150400,gasolina,ford,nao,11089
81004,cabrio,2015,automatica,75,21000,outro,outra,nao,17540
63239,kombi,2000,manual,125,151000,diesel,mercedes_benz,nao,1380
28596,compacto,2003,manual,116,150200,gasolina,outra,nao,3930
7896,compacto,2016,manual,60,5000,gasolina,outra,nao,9970
58878,compacto,2003,manual,60,151000,gasolina,fiat,nao,810
57711,compacto,2002,manual,75,150700,gasolina,volkswagen,nao,1610
87544,limousine,2007,automatica,326,150700,diesel,audi,nao,11570
69043,compacto,2001,manual,54,125600,gasolina,fiat,nao,1600
87667,limousine,2002,automatica,170,150200,diesel,mercedes_benz,sim,1800
56820,coupe,2010,manual,136,70200,diesel,peugeot,nao,7779
44707,kombi,2004,automatica,193,150300,diesel,bmw,sim,2510
7804,compacto,2000,manual,59,151000,gasolina,peugeot,nao,540
58215,compacto,2004,manual,75,151000,diesel,volkswagen,nao,2790
92326,compacto,2000,manual,54,150400,gasolina,volkswagen,nao,850
66768,compacto,2009,manual,69,90000,gasolina,outra,nao,5970
71514,compacto,2004,manual,76,151000,gasolina,outra,nao,1810
60727,carrinha,2002,manual,116,10500,diesel,outra,nao,4590
36959,compacto,2004,manual,75,150000,diesel,opel,nao,1840
10181,compacto,2004,manual,116,125200,gasolina,outra,nao,5040
1738,suv,2009,automatica,190,150500,diesel,mercedes_benz,nao,18020
64644,compacto,2008,manual,44,60900,gasolina,volkswagen,nao,5040
47610,limousine,2013,manual,211,40900,gasolina,volkswagen,nao,18060
7930,compacto,2003,manual,60,150100,gasolina,ford,nao,1740
50608,carrinha,2004,manual,95,150400,gasolina,renault,sim,1800
76351,kombi,2011,automatica,143,150100,diesel,bmw,nao,11010
5902,limousine,2011,manual,211,60500,gasolina,volkswagen,nao,16060
31030,compacto,2008,manual,60,90800,gasolina,fiat,nao,3260
12037,cabrio,2006,manual,90,125100,gasolina,opel,nao,4300
84687,suv,2009,automatica,224,150500,diesel,volkswagen,nao,13020
9010,carrinha,2004,automatica,116,150100,diesel,ford,nao,1300
86438,compacto,2006,manual,75,150800,gasolina,outra,nao,2400
21261,limousine,2000,manual,118,150300,outro,bmw,nao,2570
13113,coupe,2002,manual,147,150600,gasolina,opel,nao,1000
42565,suv,2002,manual,150,70700,diesel,outra,nao,59960
39047,compacto,2014,manual,90,80100,diesel,volkswagen,nao,10420
90450,kombi,2003,manual,170,150700,gasolina,bmw,nao,1760
859,compacto,2001,manual,60,150500,gasolina,fiat,nao,680
37395,suv,2014,manual,150,40000,diesel,outra,nao,23040
61477,kombi,2015,manual,105,20500,gasolina,volkswagen,nao,15019
74248,suv,2001,manual,120,150300,gasolina,outra,nao,3950
54039,compacto,2002,manual,75,151000,diesel,volkswagen,nao,2040
6890,limousine,2014,automatica,150,70300,diesel,outra,nao,18780
54317,carrinha,2015,automatica,150,30500,diesel,bmw,nao,27910
99776,carrinha,2004,manual,140,150000,outro,ford,nao,770
94979,kombi,2007,manual,155,150800,gasolina,opel,nao,4920
74887,compacto,2012,manual,133,30900,gasolina,renault,nao,8580
54985,limousine,2011,manual,179,80400,gasolina,audi,nao,17570
45026,cabrio,2008,manual,116,91000,gasolina,volkswagen,nao,7910
90484,compacto,2005,automatica,60,60300,gasolina,mercedes_benz,nao,3670
58805,compacto,2000,manual,54,125600,gasolina,opel,nao,1550
28095,kombi,2000,manual,60,150400,diesel,volkswagen,nao,780
21018,compacto,2003,manual,75,150200,gasolina,opel,nao,2390
99988,compacto,2009,manual,95,50800,gasolina,fiat,nao,4210
84698,carrinha,2003,automatica,116,150000,diesel,volkswagen,nao,3670
77791,kombi,2001,manual,90,150600,diesel,volkswagen,nao,1869
70634,limousine,2001,automatica,218,150700,gasolina,mercedes_benz,nao,4990
53141,coupe,2012,manual,170,70600,gasolina,bmw,nao,19729
93308,compacto,2004,manual,75,125300,gasolina,opel,nao,1810
42256,kombi,2002,manual,101,151000,diesel,volkswagen,nao,2080
9783,limousine,2007,manual,122,125400,diesel,bmw,nao,8000
11229,kombi,2016,manual,150,5800,gasolina,outra,nao,22510
757,cabrio,2001,automatica,45,100500,gasolina,outra,sim,850
57252,compacto,2003,manual,58,70000,gasolina,outra,nao,1270
21208,kombi,2005,manual,101,150600,diesel,volkswagen,nao,4240
85198,limousine,2009,automatica,224,150300,diesel,audi,nao,5060
33096,coupe,2001,automatica,218,150400,gasolina,mercedes_benz,nao,6080
48843,compacto,2003,manual,100,125400,gasolina,outra,nao,3409
49261,limousine,2008,automatica,170,150600,diesel,volkswagen,nao,9069
14213,compacto,2000,manual,54,150200,gasolina,opel,nao,790
39410,kombi,2009,manual,209,90900,diesel,outra,nao,15520
19452,kombi,2011,manual,160,150700,diesel,renault,nao,11060
13180,limousine,2005,manual,103,90500,gasolina,opel,nao,3010
19074,kombi,2008,automatica,224,150600,diesel,mercedes_benz,nao,15080
9288,limousine,2013,manual,105,125000,diesel,volkswagen,nao,10439
76877,compacto,2010,manual,67,40700,gasolina,outra,nao,4090
90094,compacto,2005,manual,75,150700,gasolina,outra,sim,1400
41944,limousine,2005,automatica,192,150500,gasolina,bmw,nao,6060
74021,carrinha,2005,manual,150,150000,gasolina,outra,nao,4020
29915,cabrio,2000,automatica,197,150900,gasolina,mercedes_benz,nao,4068
39986,compacto,2000,manual,60,150700,gasolina,outra,sim,150
70173,kombi,2005,automatica,177,150500,diesel,opel,nao,3540
7931,kombi,2012,manual,184,150900,diesel,bmw,nao,14530
37214,kombi,2010,automatica,170,90200,diesel,audi,nao,16510
81207,suv,2009,automatica,286,150100,diesel,bmw,nao,23620
54490,coupe,2006,automatica,231,90400,gasolina,bmw,nao,14039
64856,kombi,2001,manual,122,150300,gasolina,outra,nao,749
18279,kombi,2010,automatica,170,150900,diesel,volkswagen,nao,10040
93831,compacto,2001,manual,60,125800,gasolina,fiat,nao,1920
3185,kombi,2003,automatica,145,150200,gasolina,ford,nao,1605
80801,coupe,2007,manual,140,150600,diesel,audi,nao,4000
7890,kombi,2008,manual,136,151000,diesel,outra,nao,5020
46137,kombi,2009,automatica,269,150300,diesel,audi,nao,17009
79947,compacto,2009,manual,55,60400,gasolina,volkswagen,nao,3900
10602,compacto,2010,manual,75,90900,gasolina,peugeot,nao,3770
90096,compacto,2000,manual,54,126000,gasolina,opel,nao,819
92770,limousine,2005,manual,109,150400,gasolina,outra,nao,2770
48709,compacto,2005,manual,65,125200,gasolina,outra,nao,3480
86801,limousine,2005,automatica,177,150200,diesel,mercedes_benz,nao,5650
33104,compacto,2009,manual,197,100400,gasolina,renault,nao,8730
55575,carrinha,2006,manual,91,150400,diesel,mercedes_benz,nao,1529
78574,carrinha,2007,automatica,170,150900,diesel,volkswagen,nao,6740
1344,limousine,2010,automatica,224,150300,diesel,mercedes_benz,sim,12670
30426,compacto,2002,manual,80,5400,diesel,fiat,sim,60
74261,compacto,2010,manual,75,125300,diesel,ford,nao,4559
544,carrinha,2010,automatica,122,125400,gasolina,volkswagen,nao,9030
4121,cabrio,2005,automatica,245,150800,gasolina,mercedes_benz,nao,16019
7,compacto,2002,automatica,60,90800,gasolina,outra,nao,1710
29269,limousine,2013,automatica,258,100000,diesel,bmw,nao,32550
79540,compacto,2002,manual,60,125900,gasolina,fiat,nao,659
91045,compacto,2002,manual,58,60800,gasolina,renault,nao,1679
29006,suv,2006,automatica,174,125400,diesel,volkswagen,nao,15789
17323,compacto,2013,manual,60,70600,gasolina,volkswagen,nao,7590
21777,cabrio,2006,automatica,231,150300,gasolina,mercedes_benz,nao,12500
92416,compacto,2002,manual,64,150600,gasolina,volkswagen,nao,1839
92048,cabrio,2009,manual,218,150500,gasolina,bmw,nao,16610
54343,compacto,2006,manual,58,70600,gasolina,renault,sim,1090
42131,compacto,2003,manual,90,150700,gasolina,outra,nao,2740
49417,kombi,2003,manual,131,150500,diesel,outra,nao,3760
44447,limousine,2007,manual,226,100000,gasolina,ford,nao,6760
40522,kombi,2006,manual,104,150100,gasolina,opel,nao,2980
15917,coupe,2009,automatica,224,150700,diesel,mercedes_benz,nao,15490
94889,kombi,2009,manual,101,150400,gasolina,ford,nao,4410
17398,suv,2009,automatica,224,150700,diesel,mercedes_benz,nao,17610
66168,limousine,2008,manual,140,125000,gasolina,opel,nao,5280
62632,compacto,2004,manual,110,150000,gasolina,audi,nao,3759
24471,limousine,2010,manual,105,125600,diesel,outra,nao,6190
35139,limousine,2011,automatica,271,150800,gasolina,volkswagen,nao,16549
28278,limousine,2007,manual,122,150300,diesel,bmw,nao,5870
93711,suv,2009,manual,218,150600,diesel,bmw,nao,13530
92901,kombi,2009,manual,206,90600,gasolina,opel,nao,16059
68642,limousine,2002,manual,110,151000,gasolina,bmw,nao,1750
81913,compacto,2009,manual,95,100000,gasolina,outra,nao,6980
52310,kombi,2012,manual,105,150700,diesel,volkswagen,nao,8010
26064,limousine,2007,manual,116,125100,gasolina,mercedes_benz,nao,5280
26596,kombi,2006,manual,103,150000,gasolina,fiat,nao,2329
11330,compacto,2009,manual,67,51000,gasolina,outra,nao,4049
91056,compacto,2001,manual,58,150800,gasolina,renault,nao,1240
99057,carrinha,2010,manual,114,150000,diesel,renault,nao,6990
99559,kombi,2011,automatica,299,125700,diesel,bmw,nao,32000
45124,cabrio,2011,automatica,204,40800,gasolina,mercedes_benz,nao,28560
63399,compacto,2000,manual,115,151000,gasolina,volkswagen,sim,1340
23777,carrinha,2005,manual,125,150800,diesel,opel,nao,2230
61185,compacto,2013,manual,75,20400,gasolina,volkswagen,sim,5250
56939,limousine,2013,manual,140,30900,gasolina,opel,nao,13580
56556,kombi,2013,automatica,160,70500,diesel,opel,nao,17960
27182,limousine,2002,manual,105,150500,gasolina,bmw,nao,2380
81131,limousine,2014,manual,220,50300,gasolina,volkswagen,nao,22380
47648,limousine,2003,automatica,131,150100,gasolina,audi,nao,3539
86192,compacto,2010,manual,68,20800,gasolina,outra,nao,4880
13141,limousine,2001,manual,150,150200,gasolina,audi,nao,2860
45360,compacto,2000,manual,60,150600,gasolina,ford,nao,490
34973,kombi,2005,automatica,131,150500,diesel,volkswagen,sim,1490
66348,compacto,2000,manual,56,90600,gasolina,outra,nao,180
86616,coupe,2002,automatica,231,150500,gasolina,bmw,nao,4930
16240,carrinha,2009,manual,80,101000,diesel,outra,nao,4879
9402,limousine,2001,manual,163,150300,gasolina,mercedes_benz,nao,2640
72768,kombi,2013,manual,170,125300,diesel,mercedes_benz,nao,19840
73353,kombi,2006,manual,155,150300,gasolina,opel,nao,3560
48897,kombi,2000,manual,116,150300,gasolina,ford,nao,2810
14061,carrinha,2008,automatica,150,40200,diesel,opel,nao,9030
89724,kombi,2011,automatica,184,90200,diesel,bmw,nao,15195
41728,kombi,2006,manual,165,125100,gasolina,outra,nao,5069
31281,kombi,2011,automatica,120,125700,gasolina,audi,nao,15030
23817,cabrio,2013,manual,105,40000,gasolina,volkswagen,nao,15030
40864,suv,2004,automatica,174,60100,gasolina,outra,nao,21910
36379,kombi,2004,automatica,170,151000,diesel,mercedes_benz,nao,4890
68260,kombi,2001,manual,125,150400,gasolina,volkswagen,nao,960
50083,limousine,2013,manual,156,30900,gasolina,mercedes_benz,nao,19726
38937,limousine,2012,automatica,211,60300,gasolina,volkswagen,nao,18139
31831,cabrio,2004,manual,109,150000,gasolina,peugeot,nao,2770
47842,compacto,2007,manual,86,90900,gasolina,outra,nao,4500
38155,coupe,2002,automatica,367,151000,gasolina,mercedes_benz,nao,8710
43694,compacto,2003,automatica,54,126000,gasolina,outra,nao,1410
59693,compacto,2008,manual,80,150900,gasolina,volkswagen,nao,3150
96514,limousine,2008,manual,101,150700,diesel,outra,nao,5220
4010,carrinha,2002,manual,122,150400,gasolina,outra,nao,860
72106,compacto,2011,manual,61,50800,gasolina,outra,nao,5560
14672,limousine,2001,automatica,224,125100,gasolina,mercedes_benz,nao,8950
93046,suv,2008,automatica,235,150800,diesel,bmw,nao,14570
14904,kombi,2009,manual,140,150200,diesel,audi,nao,10840
37196,kombi,2005,automatica,106,151000,outro,renault,nao,2809
96537,limousine,2008,automatica,218,125700,gasolina,bmw,nao,8920
87549,kombi,2013,automatica,170,150600,diesel,mercedes_benz,nao,17730
40989,compacto,2010,manual,101,90300,gasolina,outra,nao,5070
74975,carrinha,2001,manual,101,150000,gasolina,outra,nao,2730
35830,cabrio,2000,automatica,193,150900,gasolina,mercedes_benz,nao,4919
46241,limousine,2000,manual,101,150200,gasolina,audi,nao,2980
26909,kombi,2009,manual,140,150300,diesel,outra,nao,7079
40033,kombi,2000,manual,140,150300,diesel,outra,sim,740
50073,limousine,2004,manual,170,150200,outro,ford,nao,3200
89489,carrinha,2013,automatica,224,60400,diesel,mercedes_benz,nao,34330
1075,compacto,2014,manual,75,40400,diesel,ford,nao,9800
91094,kombi,2005,automatica,177,151000,diesel,opel,nao,1510
35796,limousine,2011,manual,170,125300,gasolina,bmw,nao,13010
64212,compacto,2000,manual,56,150800,gasolina,opel,sim,320
94177,carrinha,2012,manual,111,125300,diesel,outra,nao,8250
71400,cabrio,2006,manual,113,100800,gasolina,renault,nao,3950
5109,compacto,2003,manual,60,150000,gasolina,ford,nao,850
15259,suv,2009,manual,185,150100,diesel,outra,nao,14900
39072,carrinha,2007,manual,120,150000,diesel,opel,nao,3860
1207,carrinha,2004,manual,86,150000,diesel,ford,sim,1310
43499,compacto,2003,manual,90,150500,gasolina,outra,nao,1510
24694,suv,2002,automatica,165,150800,diesel,outra,nao,10570
22287,kombi,2002,manual,105,150800,gasolina,volkswagen,nao,2260
8694,limousine,2005,automatica,105,90300,gasolina,outra,nao,4580
99682,kombi,2008,automatica,170,150300,diesel,volkswagen,nao,6970
16855,limousine,2001,manual,136,150700,gasolina,outra,nao,890
79317,compacto,2009,manual,120,70400,gasolina,outra,nao,11050
2429,carrinha,2013,manual,163,60600,diesel,ford,nao,16009
77872,kombi,2009,automatica,177,150000,diesel,bmw,sim,8050
65855,limousine,2006,manual,116,125800,gasolina,bmw,nao,4770
